Order,Material,REL Date,FO Due Date,CNF Date,DLV Date,Quantity of goods received,Ord.quantity
FO6905527,PN 66874,2022-07-04,2022-07-06,2022-07-05,2022-07-05,50,50
FO6905529,PN 66874,2022-07-04,2022-07-06,2022-07-05,2022-07-05,50,50
FO6905557,PN 51956,2022-07-05,2022-07-07,2022-07-07,2022-07-07,96,96
FO6905660,PN 64188,2022-07-05,2022-07-07,2022-07-07,2022-07-07,5,5
FO6905656,PN 66605,2022-07-05,2022-07-11,2022-07-11,2022-07-08,2,
FO6905655,PN 63716,2022-07-05,2022-07-11,2022-07-07,2022-07-07,30,10
FO6905260,PN 65953,2022-07-05,2022-07-08,2022-07-08,2022-07-08,20,20
FO6905262,PN 64039,2022-07-05,2022-07-08,2022-07-08,2022-07-08,2,2
FO6905266,PN 66085,2022-07-05,2022-07-08,2022-07-08,2022-07-08,20,20
FO6905265,PN 66723,2022-07-05,2022-07-07,2022-07-06,2022-07-06,30,15
FO6905259,PN 67603,2022-07-05,2022-07-07,2022-07-06,2022-07-06,50,50
FO6905257,PN 67603,2022-07-05,2022-07-08,2022-07-07,2022-07-07,50,50
FO6905255,PN 67603,2022-07-05,2022-07-08,2022-07-07,2022-07-07,50,50
FO6905242,PN 63450,2022-07-06,2022-07-08,2022-07-08,2022-07-08,20,20
FO6905959,PN 66297,2022-07-06,2022-07-07,2022-07-06,2022-07-06,1,
FO6906079,PN 63896,2022-07-06,2022-07-07,2022-07-06,2022-07-06,100,
FO6906095,PN 67351,2022-07-06,2022-07-07,2022-07-06,2022-07-06,100,
FO6906060,PN 68445,2022-07-06,2022-07-07,2022-07-07,2022-07-07,1,
FO6906072,PN 60151,2022-07-06,2022-07-08,2022-07-08,2022-07-08,1,1
FO6906669,PN 63896,2022-07-06,2022-07-08,2022-07-07,2022-07-07,50,50
FO6906665,PN 67603,2022-07-06,2022-07-08,2022-07-07,2022-07-07,50,50
FO6906507,PN 63723,2022-07-06,2022-07-12,2022-07-08,2022-07-08,50,50
FO6243420,PN 58813,2022-04-11,2022-07-14,2022-07-14,2022-07-14,,
FO6296725,PN 51502,2022-06-09,2022-07-11,2022-07-11,2022-07-11,48,48
FO6900425,PN 63087,2022-06-21,2022-07-13,2022-07-13,2022-07-13,4,4
FO6900220,PN 62927,2022-06-22,2022-07-12,2022-07-12,2022-07-12,1,1
FO6900225,PN 63087,2022-06-22,2022-07-15,2022-07-15,2022-07-15,4,4
FO6900252,PN 51552,2022-06-22,2022-07-12,2022-07-12,2022-07-13,19,20
FO6900259,PN 56751,2022-06-22,2022-07-12,2022-07-12,2022-07-13,29,30
FO6909509,PN 62573,2022-06-23,2022-07-13,2022-07-13,2022-07-13,1,1
FO6909505,PN 70281,2022-06-23,2022-07-05,2022-07-05,2022-07-15,1,1
FO6909567,PN 64189,2022-06-23,2022-07-14,2022-07-14,2022-07-14,50,50
FO6902000,PN 59609,2022-06-24,2022-07-13,2022-07-13,2022-07-13,27,32
FO6902999,PN 54958,2022-06-24,2022-07-18,2022-07-15,2022-07-15,2,
FO6902959,PN 51474,2022-06-24,2022-07-11,2022-07-11,2022-07-11,2,2
FO6902620,PN 70281,2022-06-27,2022-07-06,2022-07-06,2022-07-15,1,1
FO6902629,PN 70536,2022-06-27,2022-07-13,2022-07-13,2022-07-13,1,1
FO6902705,PN 61069,2022-06-27,2022-07-11,2022-07-11,2022-07-11,258,258
FO6907095,PN 56739,2022-06-28,2022-07-14,2022-07-14,2022-07-14,2,2
FO6907069,PN 56029,2022-06-28,2022-07-13,2022-07-13,2022-07-13,22,45
FO6907042,PN 51892,2022-06-28,2022-07-13,2022-07-13,2022-07-13,52,64
FO6907906,PN 61654,2022-06-30,2022-07-12,2022-07-12,2022-07-12,50,50
FO6904359,PN 66060,2022-06-29,2022-07-15,2022-07-13,2022-07-13,1,
FO6904362,PN 56868,2022-06-29,2022-07-12,2022-07-11,2022-07-11,1,1
FO6904390,PN 59593,2022-06-29,2022-07-11,2022-07-11,2022-07-11,5,5
FO6907265,PN 66305,2022-06-29,2022-07-13,2022-07-13,2022-07-13,50,50
FO6906229,PN 58962,2022-06-30,2022-07-13,2022-07-13,2022-07-13,9,30
FO6906770,PN 62573,2022-06-30,2022-07-14,2022-07-14,2022-07-14,1,1
FO6906743,PN 62573,2022-06-30,2022-07-13,2022-07-13,2022-07-13,1,1
FO6906430,PN 56341,2022-06-30,2022-07-11,2022-07-11,2022-07-11,5,5
FO6906426,PN 52961,2022-06-30,2022-07-11,2022-07-11,2022-07-11,34,48
FO6906742,PN 62370,2022-06-30,2022-07-14,2022-07-14,2022-07-14,4,4
FO6906777,PN 62370,2022-06-30,2022-07-14,2022-07-14,2022-07-14,4,4
FO6906727,PN 59797,2022-06-30,2022-07-11,,2022-07-11,19,20
FO6906726,PN 54803,2022-06-30,2022-07-11,2022-07-11,2022-07-11,18,20
FO6906690,PN 68849,2022-06-30,2022-07-13,2022-07-12,2022-07-12,1,1
FO6906662,PN 51522,2022-06-30,2022-07-11,2022-07-11,2022-07-11,24,24
FO6906666,PN 60555,2022-06-30,2022-07-12,2022-07-12,2022-07-13,96,96
FO6906529,PN 61443,2022-06-30,2022-07-13,2022-07-13,2022-07-14,3,10
FO6906579,PN 61571,2022-06-30,2022-07-11,2022-07-11,2022-07-11,41,40
FO6906250,PN 53205,2022-07-01,2022-07-12,2022-07-11,2022-07-11,1,10
FO6906257,PN 58289,2022-07-01,2022-07-11,,2022-07-11,11,20
FO6906226,PN 56590,2022-07-01,2022-07-13,2022-07-13,2022-07-13,3,5
FO6906225,PN 56626,2022-07-01,2022-07-12,2022-07-12,2022-07-12,20,20
FO6906905,PN 68405,2022-07-01,2022-07-13,2022-07-12,2022-07-12,1,1
FO6906966,PN 59158,2022-07-01,2022-07-11,2022-07-11,2022-07-12,,96
FO6906965,PN 58242,2022-07-01,2022-07-11,2022-07-11,2022-07-11,96,96
FO6905099,PN 55952,2022-07-04,2022-07-11,2022-07-11,2022-07-12,1,1
FO6905270,PN 67458,2022-07-04,2022-07-14,2022-07-14,2022-07-14,5,5
FO6905220,PN 55080,2022-07-04,2022-07-12,2022-07-12,2022-07-12,1,1
FO6905225,PN 52917,2022-07-04,2022-07-11,2022-07-11,2022-07-12,4,4
FO6905290,PN 54639,2022-07-04,2022-07-15,2022-07-15,2022-07-15,5,10
FO6905296,PN 59822,2022-07-04,2022-07-12,2022-07-12,2022-07-13,12,24
FO6905279,PN 51852,2022-07-04,2022-07-14,2022-07-14,2022-07-14,18,24
FO6905702,PN 53971,2022-07-04,2022-07-11,,2022-07-11,801.8,
FO6905705,PN 54378,2022-07-04,2022-07-15,2022-07-15,2022-07-15,6,8
FO6905790,PN 54188,2022-07-04,2022-07-11,2022-07-11,2022-07-12,9,16
FO6905799,PN 56622,2022-07-04,2022-07-13,2022-07-13,2022-07-14,61,64
FO6905796,PN 55461,2022-07-04,2022-07-15,2022-07-14,2022-07-15,7,10
FO6905795,PN 61750,2022-07-04,2022-07-12,2022-07-12,2022-07-12,5,5
FO6905743,PN 57985,2022-07-05,2022-07-13,2022-07-13,2022-07-13,3,3
FO6905742,PN 58050,2022-07-05,2022-07-12,2022-07-12,2022-07-13,15,15
FO6905437,PN 62208,2022-07-04,2022-07-14,2022-07-14,2022-07-14,4,4
FO6905435,PN 62489,2022-07-04,2022-07-14,2022-07-14,2022-07-14,4,4
FO6905436,PN 62950,2022-07-04,2022-07-13,2022-07-13,2022-07-13,4,4
FO6905422,PN 62902,2022-07-04,2022-07-13,2022-07-12,2022-07-12,15,15
FO6905426,PN 62573,2022-07-04,2022-07-14,2022-07-14,2022-07-14,1,1
FO6905427,PN 63131,2022-07-04,2022-07-15,,2022-07-13,2,4
FO6905429,PN 63013,2022-07-04,2022-07-13,2022-07-13,2022-07-13,4,4
FO6905720,PN 55581,2022-07-04,2022-07-11,2022-07-11,2022-07-11,15,15
FO6905606,PN 62904,2022-07-04,2022-07-12,2022-07-12,2022-07-12,4,4
FO6905605,PN 62904,2022-07-04,2022-07-12,2022-07-12,2022-07-12,4,4
FO6905607,PN 62904,2022-07-04,2022-07-12,2022-07-12,2022-07-12,4,4
FO6905522,PN 66511,2022-07-04,2022-07-15,2022-07-14,2022-07-14,50,50
FO6905570,PN 66205,2022-07-04,2022-07-11,2022-07-11,2022-07-11,50,50
FO6905572,PN 66205,2022-07-04,2022-07-11,2022-07-11,2022-07-11,50,50
FO6905560,PN 54706,2022-07-05,2022-07-15,2022-07-14,2022-07-14,30,32
FO6905569,PN 59107,2022-07-05,2022-07-14,2022-07-14,2022-07-14,18,20
FO6905565,PN 57634,2022-07-05,2022-07-13,2022-07-13,2022-07-13,96,96
FO6905566,PN 52312,2022-07-05,2022-07-12,2022-07-12,2022-07-12,96,96
FO6905567,PN 59265,2022-07-05,2022-07-11,2022-07-11,2022-07-11,96,96
FO6905562,PN 60541,2022-07-05,2022-07-13,2022-07-13,2022-07-14,95,96
FO6905550,PN 57256,2022-07-05,2022-07-12,2022-07-12,2022-07-13,92,96
FO6905559,PN 59653,2022-07-05,2022-07-12,2022-07-12,2022-07-12,95,96
FO6905552,PN 59653,2022-07-05,2022-07-12,2022-07-12,2022-07-12,96,96
FO6905577,PN 52996,2022-07-05,2022-07-14,2022-07-14,2022-07-14,26,32
FO6905543,PN 52313,2022-07-05,2022-07-12,2022-07-12,2022-07-12,32,32
FO6905542,PN 56263,2022-07-05,2022-07-13,2022-07-13,2022-07-13,32,32
FO6905250,PN 68311,2022-07-05,2022-07-14,2022-07-14,2022-07-14,20,20
FO6905252,PN 64916,2022-07-05,2022-07-11,2022-07-11,2022-07-11,50,50
FO6905256,PN 64916,2022-07-05,2022-07-13,2022-07-13,2022-07-13,50,50
FO6905243,PN 63661,2022-07-06,2022-07-11,2022-07-11,2022-07-11,20,20
FO6906069,PN 63278,2022-07-06,2022-07-14,2022-07-14,2022-07-14,2,2
FO6906066,PN 62865,2022-07-06,2022-07-13,2022-07-13,2022-07-13,4,4
FO6906065,PN 62960,2022-07-06,2022-07-14,2022-07-14,2022-07-14,4,4
FO6906043,PN 56420,2022-07-06,2022-07-13,2022-07-13,2022-07-13,1,1
FO6906077,PN 53020,2022-07-06,2022-07-14,2022-07-14,2022-07-14,1,1
FO6906020,PN 52135,2022-07-06,2022-07-13,2022-07-13,2022-07-13,1,1
FO6906027,PN 55213,2022-07-06,2022-07-15,2022-07-14,2022-07-14,2,2
FO6906026,PN 51736,2022-07-06,2022-07-13,2022-07-13,2022-07-13,1,1
FO6906022,PN 56961,2022-07-06,2022-07-14,2022-07-14,2022-07-14,1,1
FO6906090,PN 54667,2022-07-06,2022-07-14,2022-07-13,2022-07-13,1,1
FO6906099,PN 55500,2022-07-06,2022-07-13,2022-07-13,2022-07-13,1,1
FO6906096,PN 62573,2022-07-06,2022-07-15,2022-07-15,2022-07-15,1,1
FO6906200,PN 62036,2022-07-06,2022-07-14,,2022-07-14,147,150
FO6906500,PN 68069,2022-07-06,2022-07-15,2022-07-13,2022-07-13,1,1
FO6906502,PN 68833,2022-07-06,2022-07-11,2022-07-11,2022-07-11,100,100
FO6906506,PN 63716,2022-07-06,2022-07-15,2022-07-13,2022-07-13,10,10
FO6906657,PN 61327,2022-07-07,2022-07-12,2022-07-12,2022-07-12,35,35
FO6906652,PN 61327,2022-07-07,2022-07-12,2022-07-12,2022-07-12,25,25
FO6906659,PN 61398,2022-07-07,2022-07-13,2022-07-13,2022-07-13,10,10
FO6906700,PN 52452,2022-07-07,2022-07-15,2022-07-15,2022-07-15,1,1
FO6906705,PN 59262,2022-07-07,2022-07-15,2022-07-15,2022-07-15,94,96
FO6904202,PN 59026,2022-07-11,2022-07-13,2022-07-13,2022-07-13,1,1
FO6904290,PN 56882,2022-07-11,2022-07-14,2022-07-14,2022-07-14,2,1
FO6904299,PN 58240,2022-07-11,2022-07-15,2022-07-15,2022-07-15,2,2
FO6904279,PN 59202,2022-07-11,2022-07-14,2022-07-13,2022-07-13,2,2
FO6904296,PN 59266,2022-07-11,2022-07-14,2022-07-14,2022-07-14,6,6
FO6904295,PN 55487,2022-07-11,2022-07-14,2022-07-14,2022-07-14,3,3
FO6904267,PN 53029,2022-07-11,2022-07-14,2022-07-14,2022-07-14,3,3
FO6904265,PN 58068,2022-07-11,2022-07-15,2022-07-15,2022-07-15,1,2
FO6904262,PN 63450,2022-07-11,2022-07-14,2022-07-14,2022-07-14,20,20
FO6904269,PN 63661,2022-07-11,2022-07-14,2022-07-14,2022-07-14,20,20
FO6904260,PN 57366,2022-07-11,2022-07-15,2022-07-15,2022-07-15,19,20
FO6904266,PN 55077,2022-07-11,2022-07-15,2022-07-15,2022-07-15,32,32
FO6904305,PN 52019,2022-07-11,2022-07-14,2022-07-14,2022-07-15,89,96
FO6904309,PN 54545,2022-07-11,2022-07-13,2022-07-13,2022-07-13,96,96
FO6904366,PN 69598,2022-07-11,2022-07-12,2022-07-11,2022-07-11,1,1
FO6904365,PN 68365,2022-07-11,2022-07-14,2022-07-14,2022-07-14,1,1
FO6902229,PN 62865,2022-07-13,2022-07-15,2022-07-15,2022-07-15,4,4
FO6902729,PN 68530,2022-07-13,2022-07-14,2022-07-14,2022-07-14,1,1
FO6902722,PN 64758,2022-07-13,2022-07-15,2022-07-13,2022-07-13,1,
FO6902727,PN 69646,2022-07-13,2022-07-14,2022-07-13,2022-07-13,1,
FO6902726,PN 65671,2022-07-13,2022-07-14,2022-07-13,2022-07-13,1,
FO6902777,PN 67157,2022-07-13,2022-07-13,2022-07-13,2022-07-13,5,
FO6902429,PN 66740,2022-07-13,2022-07-15,2022-07-15,2022-07-15,1,1
FO6902422,PN 66453,2022-07-13,2022-07-13,2022-07-13,2022-07-13,1,
FO6902437,PN 64681,2022-07-13,2022-07-14,2022-07-14,2022-07-14,5,2
FO6902436,PN 69712,2022-07-13,2022-07-14,2022-07-13,2022-07-13,5,
FO6902772,PN 65611,2022-07-13,2022-07-15,2022-07-14,2022-07-14,10,
FO6902743,PN 65279,2022-07-13,2022-07-15,2022-07-14,2022-07-14,10,
FO6902725,PN 67539,2022-07-13,2022-07-15,2022-07-14,2022-07-14,50,50
FO6902770,PN 64611,2022-07-14,2022-07-14,2022-07-14,2022-07-14,6,
FO6902269,PN 64758,2022-07-14,2022-07-18,2022-07-14,2022-07-14,1,1
FO6902262,PN 69646,2022-07-14,2022-07-15,2022-07-14,2022-07-14,1,1
FO6902267,PN 65671,2022-07-14,2022-07-15,2022-07-14,2022-07-14,1,1
FO6902266,PN 68530,2022-07-14,2022-07-15,2022-07-15,2022-07-15,1,1
FO6902220,PN 64543,2022-07-14,2022-07-19,2022-07-15,2022-07-15,30,
FO6902226,PN 65916,2022-07-14,2022-07-15,2022-07-15,2022-07-15,30,5
FO6902225,PN 67449,2022-07-14,2022-07-15,2022-07-14,2022-07-14,30,
FO6902227,PN 68380,2022-07-14,2022-07-15,2022-07-15,2022-07-15,10,1
FO6902222,PN 65203,2022-07-14,2022-07-14,2022-07-14,2022-07-14,10,
FO6902290,PN 66802,2022-07-14,2022-07-15,2022-07-15,2022-07-15,20,2
FO6902299,PN 67842,2022-07-14,2022-07-15,2022-07-14,2022-07-14,20,
FO6902797,PN 67968,2022-07-14,2022-07-19,2022-07-15,2022-07-15,25,
FO6902950,PN 67603,2022-07-14,2022-07-15,2022-07-14,2022-07-14,50,
FO6909002,PN 69014,2022-06-22,2022-07-25,2022-07-22,2022-07-22,15,
FO6909007,PN 66552,2022-06-22,2022-07-25,2022-07-22,2022-07-22,15,
FO6909590,PN 63087,2022-06-23,2022-07-19,2022-07-19,2022-07-19,4,4
FO6909595,PN 63087,2022-06-23,2022-07-19,2022-07-19,2022-07-19,4,4
FO6909542,PN 69550,2022-06-23,2022-07-20,2022-07-20,2022-07-20,25,25
FO6902622,PN 70536,2022-06-27,2022-07-19,2022-07-19,2022-07-19,1,1
FO6902625,PN 63087,2022-06-27,2022-07-20,2022-07-20,2022-07-20,4,4
FO6907022,PN 63087,2022-06-28,2022-07-20,2022-07-20,2022-07-20,4,4
FO6907029,PN 63087,2022-06-28,2022-07-20,2022-07-20,2022-07-20,4,4
FO6905272,PN 51359,2022-07-04,2022-07-19,2022-07-19,2022-07-19,1,1
FO6905277,PN 51359,2022-07-04,2022-07-20,2022-07-20,2022-07-20,1,1
FO6905295,PN 52838,2022-07-04,2022-07-20,2022-07-20,2022-07-21,17,20
FO6905600,PN 62996,2022-07-04,2022-07-21,2022-07-21,2022-07-21,1,1
FO6905595,PN 66305,2022-07-04,2022-07-19,2022-07-19,2022-07-19,50,50
FO6905556,PN 56100,2022-07-05,2022-07-18,2022-07-18,2022-07-18,78,80
FO6905555,PN 57162,2022-07-05,2022-07-21,2022-07-21,2022-07-21,13,48
FO6905609,PN 62464,2022-07-05,2022-07-20,2022-07-20,2022-07-20,1,1
FO6906067,PN 51407,2022-07-06,2022-07-18,2022-07-18,2022-07-18,102,91.3
FO6906070,PN 69931,2022-07-06,2022-07-13,2022-07-13,2022-07-22,1,1
FO6906042,PN 62637,2022-07-06,2022-07-22,2022-07-22,2022-07-22,1,1
FO6906029,PN 62637,2022-07-06,2022-07-21,2022-07-21,2022-07-21,1,1
FO6906959,PN 62573,2022-07-06,2022-07-19,2022-07-19,2022-07-19,1,1
FO6906952,PN 62573,2022-07-06,2022-07-19,2022-07-19,2022-07-19,1,1
FO6906957,PN 63131,2022-07-06,2022-07-20,2022-07-20,2022-07-20,4,4
FO6906956,PN 63013,2022-07-06,2022-07-20,2022-07-20,2022-07-20,4,4
FO6906509,PN 69508,2022-07-06,2022-07-21,2022-07-21,2022-07-21,1,1
FO6906505,PN 67421,2022-07-06,2022-07-21,2022-07-21,2022-07-21,10,10
FO6906702,PN 60319,2022-07-07,2022-07-18,2022-07-18,2022-07-18,96,96
FO6906707,PN 60319,2022-07-07,2022-07-19,2022-07-19,2022-07-19,96,96
FO6906706,PN 55412,2022-07-07,2022-07-19,2022-07-19,2022-07-19,96,96
FO6906709,PN 58601,2022-07-07,2022-07-18,2022-07-18,2022-07-18,5,5
FO6907000,PN 69781,2022-07-07,2022-07-18,2022-07-18,2022-07-18,3,3
FO6907009,PN 70349,2022-07-07,2022-07-21,2022-07-21,2022-07-21,5,5
FO6904209,PN 59999,2022-07-11,2022-07-18,2022-07-18,2022-07-18,1,1
FO6904227,PN 61858,2022-07-11,2022-07-21,2022-07-21,2022-07-21,30,30
FO6904222,PN 61316,2022-07-11,2022-07-15,2022-07-15,2022-07-18,389,400
FO6904250,PN 62650,2022-07-11,2022-07-20,2022-07-20,2022-07-20,4,4
FO6904259,PN 62274,2022-07-11,2022-07-22,2022-07-22,2022-07-22,15,15
FO6904257,PN 62489,2022-07-11,2022-07-22,2022-07-22,2022-07-22,4,4
FO6904256,PN 62950,2022-07-11,2022-07-20,2022-07-20,2022-07-20,4,4
FO6904252,PN 62902,2022-07-11,2022-07-20,2022-07-19,2022-07-19,15,15
FO6904242,PN 52608,2022-07-11,2022-07-21,2022-07-20,2022-07-20,9,10
FO6904300,PN 52932,2022-07-11,2022-07-19,2022-07-19,2022-07-19,4,5
FO6904306,PN 53999,2022-07-11,2022-07-21,2022-07-21,2022-07-21,21,40
FO6904360,PN 53981,2022-07-11,2022-07-18,2022-07-18,2022-07-18,5,5
FO6904357,PN 52503,2022-07-11,2022-07-18,2022-07-18,2022-07-19,5,5
FO6904356,PN 53041,2022-07-11,2022-07-19,2022-07-19,2022-07-19,4,4
FO6904355,PN 52833,2022-07-11,2022-07-18,2022-07-18,2022-07-19,4,4
FO6902070,PN 63131,2022-07-12,2022-07-25,,2022-07-22,3,4
FO6902065,PN 53575,2022-07-12,2022-07-21,2022-07-20,2022-07-20,96,96
FO6902243,PN 55093,2022-07-13,2022-07-21,2022-07-21,2022-07-21,14,16
FO6902279,PN 51664,2022-07-13,2022-07-21,2022-07-21,2022-07-21,20,24
FO6902295,PN 55351,2022-07-13,2022-07-20,2022-07-20,2022-07-20,10,10
FO6902742,PN 53607,2022-07-13,2022-07-18,2022-07-18,2022-07-19,1,1
FO6902432,PN 58501,2022-07-13,2022-07-18,2022-07-18,2022-07-18,7,10
FO6902435,PN 54936,2022-07-13,2022-07-20,2022-07-20,2022-07-20,10,10
FO6902427,PN 55812,2022-07-13,2022-07-21,2022-07-21,2022-07-21,7,11
FO6902426,PN 59615,2022-07-13,2022-07-20,2022-07-20,2022-07-20,4,5
FO6902439,PN 59026,2022-07-13,2022-07-19,2022-07-19,2022-07-19,1,1
FO6902720,PN 65879,2022-07-13,2022-07-18,2022-07-18,2022-07-18,10,
FO6902200,PN 69225,2022-07-14,2022-07-20,2022-07-20,2022-07-20,1,1
FO6902209,PN 67522,2022-07-14,2022-07-21,2022-07-19,2022-07-19,1,
FO6902202,PN 64366,2022-07-14,2022-07-21,2022-07-19,2022-07-19,1,
FO6902207,PN 57620,2022-07-14,2022-07-18,2022-07-18,2022-07-18,2,2
FO6902206,PN 53352,2022-07-14,2022-07-19,2022-07-19,2022-07-19,2,2
FO6902205,PN 55549,2022-07-14,2022-07-20,2022-07-20,2022-07-20,3,3
FO6902296,PN 57270,2022-07-14,2022-07-21,2022-07-21,2022-07-21,1,1
FO6902277,PN 62991,2022-07-14,2022-07-22,2022-07-21,2022-07-21,15,15
FO6902250,PN 62927,2022-07-14,2022-07-21,2022-07-21,2022-07-21,1,1
FO6902259,PN 62927,2022-07-14,2022-07-22,2022-07-22,2022-07-22,1,1
FO6902257,PN 62902,2022-07-14,2022-07-25,2022-07-22,2022-07-22,15,15
FO6902905,PN 65976,2022-07-14,2022-07-18,2022-07-18,2022-07-18,20,20
FO6902995,PN 66962,2022-07-14,2022-07-18,2022-07-18,2022-07-18,10,10
FO6909090,PN 56062,2022-07-14,2022-07-21,2022-07-21,2022-07-21,48,48
FO6909079,PN 53718,2022-07-14,2022-07-21,2022-07-21,2022-07-21,90,96
FO6909020,PN 54520,2022-07-14,2022-07-21,2022-07-21,2022-07-21,15,15
FO6909025,PN 59265,2022-07-14,2022-07-20,2022-07-20,2022-07-20,96,96
FO6909022,PN 51722,2022-07-14,2022-07-19,2022-07-19,2022-07-19,95,96
FO6909029,PN 51722,2022-07-14,2022-07-20,2022-07-20,2022-07-20,94,96
FO6909070,PN 51722,2022-07-14,2022-07-20,2022-07-20,2022-07-20,96,96
FO6909072,PN 51722,2022-07-14,2022-07-19,2022-07-19,2022-07-19,95,96
FO6909960,PN 61750,2022-07-14,2022-07-19,2022-07-19,2022-07-19,6,
FO6907900,PN 53862,2022-07-15,2022-07-20,2022-07-20,2022-07-20,20,19.4
FO6907907,PN 57395,2022-07-15,2022-07-20,2022-07-20,2022-07-20,2,2
FO6907902,PN 58304,2022-07-15,2022-07-20,2022-07-20,2022-07-20,1,1
FO6907909,PN 57553,2022-07-18,2022-07-19,2022-07-19,2022-07-19,20,20
FO6990797,PN 63436,2022-07-19,2022-07-21,2022-07-21,2022-07-21,,5
FO6990799,PN 67553,2022-07-19,2022-07-20,2022-07-20,2022-07-20,5,2
FO6990950,PN 60559,2022-07-19,2022-07-22,2022-07-22,2022-07-22,6,6
FO6990790,PN 67438,2022-07-19,2022-07-19,2022-07-19,2022-07-19,5,
FO6990792,PN 64997,2022-07-19,2022-07-20,2022-07-20,2022-07-20,50,10
FO6990795,PN 64997,2022-07-19,2022-07-20,2022-07-20,2022-07-20,30,10
FO6990796,PN 64966,2022-07-19,2022-07-21,2022-07-19,2022-07-19,30,
FO6990202,PN 54473,2022-07-19,2022-07-21,2022-07-21,2022-07-22,5,5
FO6990209,PN 57695,2022-07-19,2022-07-20,2022-07-20,2022-07-20,5,5
FO6990279,PN 55680,2022-07-19,2022-07-21,2022-07-21,2022-07-21,19,20
FO6990226,PN 67026,2022-07-19,2022-07-19,2022-07-19,2022-07-19,100,100
FO6990227,PN 67026,2022-07-19,2022-07-20,2022-07-20,2022-07-20,100,100
FO6990222,PN 63450,2022-07-19,2022-07-20,2022-07-20,2022-07-20,20,20
FO6990229,PN 63450,2022-07-19,2022-07-21,2022-07-21,2022-07-21,20,20
FO6990242,PN 67720,2022-07-19,2022-07-22,2022-07-20,2022-07-20,50,
FO6990243,PN 64216,2022-07-19,2022-07-22,2022-07-21,2022-07-21,50,
FO6990277,PN 67539,2022-07-19,2022-07-22,2022-07-21,2022-07-21,50,
FO6990272,PN 66511,2022-07-19,2022-07-22,2022-07-21,2022-07-21,50,
FO6990269,PN 66874,2022-07-19,2022-07-21,2022-07-20,2022-07-20,50,
FO6990262,PN 68833,2022-07-19,2022-07-20,2022-07-20,2022-07-20,100,100
FO6990267,PN 68833,2022-07-19,2022-07-19,2022-07-19,2022-07-19,100,100
FO6990266,PN 68833,2022-07-19,2022-07-19,2022-07-19,2022-07-19,100,100
FO6990265,PN 64856,2022-07-19,2022-07-19,2022-07-19,2022-07-19,100,100
FO6990256,PN 65324,2022-07-19,2022-07-20,2022-07-20,2022-07-20,100,100
FO6990257,PN 65324,2022-07-19,2022-07-20,2022-07-20,2022-07-20,100,100
FO6990220,PN 66921,2022-07-19,2022-07-20,2022-07-20,2022-07-20,100,100
FO6990225,PN 58894,2022-07-19,2022-07-22,2022-07-22,2022-07-22,20,20
FO6990726,PN 51543,2022-07-19,2022-07-21,2022-07-21,2022-07-21,32,32
FO6990772,PN 55265,2022-07-19,2022-07-21,2022-07-21,2022-07-21,96,96
FO6990679,PN 52005,2022-07-20,2022-07-21,2022-07-21,2022-07-21,4,4
FO6990605,PN 66619,2022-07-20,2022-07-21,2022-07-21,2022-07-21,3,3
FO6990606,PN 67853,2022-07-20,2022-07-21,2022-07-20,2022-07-20,3,
FO6990602,PN 65977,2022-07-20,2022-07-21,2022-07-21,2022-07-21,5,5
FO6990609,PN 68287,2022-07-20,2022-07-21,2022-07-20,2022-07-20,5,
FO6990699,PN 64039,2022-07-20,2022-07-21,2022-07-21,2022-07-21,9,3
FO6990696,PN 67090,2022-07-20,2022-07-21,2022-07-21,2022-07-21,3,2
FO6990695,PN 66078,2022-07-20,2022-07-21,2022-07-20,2022-07-20,3,
FO6990625,PN 60348,2022-07-20,2022-07-21,2022-07-21,2022-07-21,5,5
FO6990642,PN 68069,2022-07-20,2022-07-22,2022-07-20,2022-07-20,10,
FO6990672,PN 60104,2022-07-20,2022-07-21,2022-07-21,2022-07-21,4,5
FO6990626,PN 63510,2022-07-20,2022-07-21,2022-07-21,2022-07-21,24,24
FO6990627,PN 63661,2022-07-20,2022-07-21,2022-07-21,2022-07-21,20,20
FO6990622,PN 63661,2022-07-20,2022-07-22,2022-07-22,2022-07-22,20,20
FO6990629,PN 63510,2022-07-20,2022-07-22,2022-07-22,2022-07-22,24,24
FO6990700,PN 66010,2022-07-20,2022-07-25,2022-07-22,2022-07-22,25,
FO6990709,PN 64530,2022-07-20,2022-07-25,2022-07-22,2022-07-22,25,
FO6990702,PN 65611,2022-07-20,2022-07-21,2022-07-20,2022-07-20,25,
FO6990706,PN 67143,2022-07-20,2022-07-22,2022-07-22,2022-07-22,10,10
FO6990705,PN 68056,2022-07-20,2022-07-25,2022-07-21,2022-07-21,10,
FO6990727,PN 67720,2022-07-20,2022-07-25,2022-07-21,2022-07-21,50,
FO6990725,PN 67539,2022-07-20,2022-07-25,2022-07-22,2022-07-22,50,
FO6990729,PN 67306,2022-07-20,2022-07-22,2022-07-21,2022-07-21,50,
FO6990742,PN 69656,2022-07-20,2022-07-22,2022-07-21,2022-07-21,50,
FO6990439,PN 64912,2022-07-20,2022-07-22,2022-07-21,2022-07-21,50,
FO6990436,PN 68385,2022-07-20,2022-07-21,2022-07-21,2022-07-21,40,
FO6990432,PN 67892,2022-07-20,2022-07-21,2022-07-21,2022-07-21,30,
FO6990422,PN 66073,2022-07-20,2022-07-21,2022-07-21,2022-07-21,50,
