Part,ProcType,Business Area,Production Area,Planner,Buyer,Work Centre,Box Qty,SLoc,ABC *, Std Cost , Std HRS 
PN 56313,Make,BA 001,PROD 1001,MRP 005,,WC034,,SL009,C, 9.36 , 1.396 
PN 66895,Make,BA 002,PROD 2003,MRP 007,,WC004,,SL006,, 9.36 , 14.357 
PN 66893,Make,BA 002,PROD 2003,MRP 005,,WC003,,SL006,, 9.36 , 14.339 
PN 66892,Make,BA 002,PROD 2003,MRP 009,,WC002,,SL006,, 9.36 , 8.523 
PN 56324,Buy,BA 001,PROD 1001,,BYR 007,,,SL006,, 9.35 ,
PN 56325,Buy,BA 001,PROD 1001,,BYR 001,,,SL008,, 9.35 ,
PN 61675,Buy,BA 001,PROD 1003,,BYR 008,,,SL006,, 9.35 ,
PN 50666,Buy,BA 003,PROD 3002,,BYR 006,,,SL008,, 9.35 ,
PN 50668,Buy,BA 003,PROD 3002,,BYR 006,,,,, 9.35 ,
PN 71042,Buy,,,,BYR 007,,,,, 9.35 ,
PN 61674,Make,BA 001,PROD 1003,MRP 006,,WC039,50,SL009,B, 9.35 , 19.670 
PN 56326,Make,BA 001,PROD 1001,MRP 004,,WC024,,SL009,C, 9.35 , 14.694 
PN 56322,Make,BA 001,PROD 1001,MRP 001,,WC023,,SL009,C, 9.35 , 10.255 
PN 56321,Make,BA 001,PROD 1001,MRP 003,,WC018,,SL009,C, 9.35 , 15.840 
PN 56323,Make,BA 001,PROD 1001,MRP 002,,WC015,,SL009,, 9.35 , 4.451 
PN 56320,Make,BA 001,PROD 1001,MRP 008,,WC013,,SL009,B, 9.35 , 0.737 
PN 66896,Make,BA 002,PROD 2003,MRP 006,,WC002,,SL006,, 9.35 , 16.901 
PN 56332,Buy,BA 001,PROD 1001,,BYR 004,,,SL006,, 9.34 ,
PN 50669,Buy,BA 003,PROD 3002,,BYR 008,,,SL006,, 9.34 ,
PN 60928,Make,BA 001,PROD 1002,MRP 006,,WC041,,SL006,C, 9.34 , 9.841 
PN 56328,Make,BA 001,PROD 1001,MRP 005,,WC027,,SL009,C, 9.34 , 16.926 
PN 56330,Make,BA 001,PROD 1001,MRP 005,,WC018,,SL009,C, 9.34 , 15.099 
PN 56329,Make,BA 001,PROD 1001,MRP 008,,WC015,,SL009,C, 9.34 , 12.153 
PN 56327,Make,BA 001,PROD 1001,MRP 007,,WC013,,SL009,C, 9.34 , 11.723 
PN 66900,Make,BA 002,PROD 2003,MRP 004,,WC004,,SL006,, 9.34 , 12.805 
PN 66897,Make,BA 002,PROD 2003,MRP 006,,WC003,,SL009,, 9.34 , 3.348 
PN 66898,Make,BA 002,PROD 2003,MRP 007,,WC003,,SL009,, 9.34 , 9.231 
PN 66899,Make,BA 002,PROD 2003,MRP 003,,WC003,,SL009,, 9.34 , 12.067 
PN 56334,Buy,BA 001,PROD 1001,,BYR 007,,,SL006,, 9.33 ,
PN 56335,Buy,BA 001,PROD 1001,,BYR 009,,,SL009,, 9.33 ,
PN 56338,Buy,BA 001,PROD 1001,,BYR 002,,,SL006,, 9.33 ,
PN 61676,Buy,BA 001,PROD 1003,,BYR 009,,,SL006,, 9.33 ,
PN 62813,Buy,BA 002,PROD 2001,,BYR 004,,,SL008,, 9.33 ,
PN 66901,Buy,BA 002,PROD 2003,,BYR 001,,,SL008,, 9.33 ,
PN 56336,Make,BA 001,PROD 1001,MRP 009,,WC015,,SL009,C, 9.33 , 3.700 
PN 56337,Make,BA 001,PROD 1001,MRP 001,,WC013,,SL009,C, 9.33 , 5.071 
PN 66906,Make,BA 002,PROD 2003,MRP 006,,WC004,,SL006,, 9.33 , 13.907 
PN 66903,Make,BA 002,PROD 2003,MRP 003,,WC003,,SL009,, 9.33 , 3.013 
PN 66904,Make,BA 002,PROD 2003,MRP 007,,WC003,,SL006,, 9.33 , 12.986 
PN 66905,Make,BA 002,PROD 2003,MRP 009,,WC003,,SL009,, 9.33 , 18.176 
PN 66902,Make,BA 002,PROD 2003,MRP 009,,WC002,,SL006,, 9.33 , 12.956 
PN 62814,Buy,BA 002,PROD 2001,,BYR 003,,,SL008,, 9.32 ,
PN 70190,Buy,BA 002,PROD 2004,,BYR 008,,,SL008,, 9.32 ,
PN 50670,Buy,BA 003,PROD 3002,,BYR 009,,,SL006,, 9.32 ,
PN 56341,Make,BA 001,PROD 1001,MRP 001,,WC018,,SL009,C, 9.32 , 6.999 
PN 56340,Make,BA 001,PROD 1001,MRP 005,,WC015,,SL009,C, 9.32 , 16.526 
PN 56342,Make,BA 001,PROD 1001,MRP 003,,WC015,,SL009,NPI, 9.32 , 7.361 
PN 66907,Make,BA 002,PROD 2003,MRP 001,,WC003,,SL009,, 9.32 , 16.153 
PN 62815,Buy,BA 002,PROD 2001,,BYR 001,,,SL006,, 9.31 ,
PN 50671,Buy,BA 003,PROD 3002,,BYR 006,,,SL008,, 9.31 ,
PN 61677,Make,BA 001,PROD 1003,MRP 002,,WC039,50,SL009,C, 9.31 , 9.807 
PN 56346,Make,BA 001,PROD 1001,MRP 003,,WC015,,SL009,NPI, 9.31 , 17.783 
PN 56350,Make,BA 001,PROD 1001,MRP 005,,WC013,,SL009,C, 9.31 , 15.894 
PN 66912,Make,BA 002,PROD 2003,MRP 009,,WC004,,SL006,, 9.31 , 12.859 
PN 66908,Make,BA 002,PROD 2003,MRP 002,,WC002,,SL006,, 9.31 , 10.493 
PN 66909,Make,BA 002,PROD 2003,MRP 008,,WC002,,SL006,, 9.31 , 13.774 
PN 66910,Make,BA 002,PROD 2003,MRP 008,,WC002,,SL006,, 9.31 , 6.481 
PN 66911,Make,BA 002,PROD 2003,MRP 007,,WC002,,SL006,, 9.31 , 5.742 
PN 62816,Buy,BA 002,PROD 2001,,BYR 003,,,SL008,, 9.30 ,
PN 51334,Buy,BA 003,PROD 3001,,BYR 009,,,SL006,, 9.30 ,
PN 50672,Buy,BA 003,PROD 3002,,BYR 009,,,SL008,, 9.30 ,
PN 50673,Buy,BA 003,PROD 3002,,BYR 008,,,SL008,, 9.30 ,
PN 61678,Make,BA 001,PROD 1003,MRP 007,,WC039,1,SL009,A+, 9.30 , 6.863 
PN 56354,Make,BA 001,PROD 1001,MRP 008,,WC034,,SL009,C, 9.30 , 13.342 
PN 56353,Make,BA 001,PROD 1001,MRP 001,,WC032,,SL009,A+, 9.30 , 8.928 
PN 56352,Make,BA 001,PROD 1001,MRP 007,,WC018,,SL009,C, 9.30 , 13.191 
PN 56355,Make,BA 001,PROD 1001,MRP 006,,WC015,,SL009,, 9.30 , 3.780 
PN 66914,Make,BA 002,PROD 2003,MRP 007,,WC004,,SL006,, 9.30 , 18.315 
PN 66915,Make,BA 002,PROD 2003,MRP 005,,WC004,,SL006,, 9.30 , 11.829 
PN 66913,Make,BA 002,PROD 2003,MRP 004,,WC003,,SL009,, 9.30 , 12.569 
PN 56359,Buy,BA 001,PROD 1001,,BYR 002,,,SL006,, 9.29 ,
PN 56360,Buy,BA 001,PROD 1001,,BYR 004,,,SL008,, 9.29 ,
PN 71044,Buy,,,,BYR 006,,,,, 9.29 ,
PN 56358,Make,BA 001,PROD 1001,MRP 005,,WC015,,SL009,C, 9.29 , 2.928 
PN 62818,Make,BA 002,PROD 2001,MRP 007,,WC011,,SL009,, 9.29 , 16.354 
PN 66921,Make,BA 002,PROD 2003,MRP 005,,WC004,,SL008,, 9.29 , 6.361 
PN 66920,Make,BA 002,PROD 2003,MRP 003,,WC003,,SL006,, 9.29 , 14.366 
PN 66916,Make,BA 002,PROD 2003,MRP 002,,WC002,,SL006,, 9.29 , 6.505 
PN 66917,Make,BA 002,PROD 2003,MRP 007,,WC002,,SL006,, 9.29 , 0.117 
PN 66918,Make,BA 002,PROD 2003,MRP 004,,WC002,,SL006,, 9.29 , 1.150 
PN 66919,Make,BA 002,PROD 2003,MRP 007,,WC002,,SL006,, 9.29 , 19.661 
PN 56362,Buy,BA 001,PROD 1001,,BYR 001,,,SL006,, 9.28 ,
PN 56368,Buy,BA 001,PROD 1001,,BYR 002,,,SL009,, 9.28 ,
PN 60929,Buy,BA 001,PROD 1002,,BYR 003,,,SL008,, 9.28 ,
PN 61679,Buy,BA 001,PROD 1003,,BYR 006,,,SL008,, 9.28 ,
PN 66923,Buy,BA 002,PROD 2003,,BYR 008,,,SL006,, 9.28 ,
PN 56363,Make,BA 001,PROD 1001,MRP 001,,WC035,,SL009,C, 9.28 , 18.653 
PN 56364,Make,BA 001,PROD 1001,MRP 004,,WC023,,SL009,C, 9.28 , 3.475 
PN 56365,Make,BA 001,PROD 1001,MRP 006,,WC015,,SL009,C, 9.28 , 2.086 
PN 56366,Make,BA 001,PROD 1001,MRP 002,,WC013,,SL009,C, 9.28 , 2.086 
PN 56367,Make,BA 001,PROD 1001,MRP 007,,WC013,,SL009,, 9.28 , 5.815 
PN 66922,Make,BA 002,PROD 2003,MRP 002,,WC002,,SL006,, 9.28 , 12.652 
PN 62819,Buy,BA 002,PROD 2001,,BYR 004,,,SL006,, 9.27 ,
PN 56371,Make,BA 001,PROD 1001,MRP 003,,WC034,,SL009,C, 9.27 , 16.417 
PN 56370,Make,BA 001,PROD 1001,MRP 006,,WC015,,SL009,C, 9.27 , 18.473 
PN 66927,Make,BA 002,PROD 2003,MRP 006,,WC004,,SL006,, 9.27 , 14.937 
PN 66928,Make,BA 002,PROD 2003,MRP 004,,WC004,,SL006,, 9.27 , 3.866 
PN 66924,Make,BA 002,PROD 2003,MRP 002,,WC003,,SL009,, 9.27 , 4.737 
PN 66925,Make,BA 002,PROD 2003,MRP 009,,WC003,,SL009,, 9.27 , 16.635 
PN 66926,Make,BA 002,PROD 2003,MRP 009,,WC003,,SL009,, 9.27 , 17.610 
PN 56373,Buy,BA 001,PROD 1001,,BYR 009,,,SL008,, 9.26 ,
PN 62820,Buy,BA 002,PROD 2001,,BYR 005,,,SL008,, 9.26 ,
PN 63541,Buy,BA 002,PROD 2002,,BYR 005,,,SL006,, 9.26 ,
PN 66932,Make,BA 002,PROD 2003,MRP 004,,WC004,,SL006,, 9.26 , 17.411 
PN 66933,Make,BA 002,PROD 2003,MRP 009,,WC004,,SL006,, 9.26 , 6.996 
PN 66934,Make,BA 002,PROD 2003,MRP 005,,WC004,,SL006,, 9.26 , 8.268 
PN 66930,Make,BA 002,PROD 2003,MRP 008,,WC003,,SL009,, 9.26 , 14.154 
PN 66931,Make,BA 002,PROD 2003,MRP 008,,WC003,,SL009,, 9.26 , 4.257 
PN 66929,Make,BA 002,PROD 2003,MRP 004,,WC002,,SL006,, 9.26 , 7.718 
PN 56375,Buy,BA 001,PROD 1001,,BYR 006,,,SL006,, 9.25 ,
PN 56376,Buy,BA 001,PROD 1001,,BYR 008,,,SL006,, 9.25 ,
PN 56377,Buy,BA 001,PROD 1001,,BYR 009,,,SL006,, 9.25 ,
PN 61680,Buy,BA 001,PROD 1003,,BYR 001,,,SL006,, 9.25 ,
PN 62821,Buy,BA 002,PROD 2001,,BYR 005,,,SL008,, 9.25 ,
PN 70191,Buy,BA 002,PROD 2004,,BYR 009,,,SL008,, 9.25 ,
PN 50674,Buy,BA 003,PROD 3002,,BYR 009,,,SL008,, 9.25 ,
PN 56374,Make,BA 001,PROD 1001,MRP 001,,WC015,,SL009,C, 9.25 , 18.762 
PN 66938,Make,BA 002,PROD 2003,MRP 003,,WC003,,SL009,, 9.25 , 12.857 
PN 66937,Make,BA 002,PROD 2003,MRP 002,,WC002,,SL006,, 9.25 , 9.775 
PN 56382,Buy,BA 001,PROD 1001,,BYR 005,,,SL006,, 9.24 ,
PN 66940,Buy,BA 002,PROD 2003,,BYR 005,,,SL006,, 9.24 ,
PN 50675,Buy,BA 003,PROD 3002,,BYR 007,,,SL006,, 9.24 ,
PN 71045,Buy,,,,BYR 006,,,,, 9.24 ,
PN 56380,Make,BA 001,PROD 1001,MRP 006,,WC015,,SL009,C, 9.24 , 7.663 
PN 56381,Make,BA 001,PROD 1001,MRP 001,,WC015,,SL009,C, 9.24 , 18.186 
PN 66941,Make,BA 002,PROD 2003,MRP 005,,WC004,,SL006,, 9.24 , 16.503 
PN 66939,Make,BA 002,PROD 2003,MRP 008,,WC002,,SL006,, 9.24 , 16.767 
PN 66945,Buy,BA 002,PROD 2003,,BYR 002,,,SL006,, 9.23 ,
PN 51335,Buy,BA 003,PROD 3001,,BYR 006,,,SL006,, 9.23 ,
PN 50676,Buy,BA 003,PROD 3002,,BYR 004,,,SL008,, 9.23 ,
PN 56387,Make,BA 001,PROD 1001,MRP 006,,WC034,,SL009,C, 9.23 , 16.549 
PN 56384,Make,BA 001,PROD 1001,MRP 009,,WC021,,SL009,A, 9.23 , 3.314 
PN 56385,Make,BA 001,PROD 1001,MRP 008,,WC018,,SL009,C, 9.23 , 6.763 
PN 56386,Make,BA 001,PROD 1001,MRP 009,,WC015,,SL009,C, 9.23 , 0.972 
PN 56383,Make,BA 001,PROD 1001,MRP 006,,WC013,,SL009,C, 9.23 , 9.952 
PN 66943,Make,BA 002,PROD 2003,MRP 003,,WC003,,SL009,, 9.23 , 4.573 
PN 66942,Make,BA 002,PROD 2003,MRP 006,,WC002,,SL006,, 9.23 , 0.210 
PN 66944,Make,BA 002,PROD 2003,MRP 005,,WC002,,SL006,, 9.23 , 11.372 
PN 66946,Make,BA 002,PROD 2003,MRP 008,,WC002,,SL006,, 9.23 , 19.145 
PN 56396,Buy,BA 001,PROD 1001,,BYR 007,,,SL008,, 9.22 ,
PN 56397,Buy,BA 001,PROD 1001,,BYR 005,,,SL008,, 9.22 ,
PN 62823,Buy,BA 002,PROD 2001,,BYR 004,,,SL006,, 9.22 ,
PN 62824,Buy,BA 002,PROD 2001,,BYR 005,,,SL006,, 9.22 ,
PN 61681,Make,BA 001,PROD 1003,MRP 007,,WC039,50,SL009,C, 9.22 , 17.006 
PN 56390,Make,BA 001,PROD 1001,MRP 009,,WC035,,SL009,C, 9.22 , 19.034 
PN 56391,Make,BA 001,PROD 1001,MRP 003,,WC018,,SL009,C, 9.22 , 0.593 
PN 56392,Make,BA 001,PROD 1001,MRP 007,,WC018,,SL009,C, 9.22 , 17.307 
PN 70192,Make,BA 002,PROD 2004,MRP 001,,WC007,,SL009,, 9.22 , 3.172 
PN 66947,Make,BA 002,PROD 2003,MRP 006,,WC003,,SL009,, 9.22 , 18.332 
PN 66948,Make,BA 002,PROD 2003,MRP 007,,WC003,,SL009,, 9.22 , 11.692 
PN 56399,Buy,BA 001,PROD 1001,,BYR 007,,,SL009,, 9.21 ,
PN 56400,Buy,BA 001,PROD 1001,,BYR 003,,,SL006,, 9.21 ,
PN 56402,Buy,BA 001,PROD 1001,,BYR 006,,,SL008,, 9.21 ,
PN 62825,Buy,BA 002,PROD 2001,,BYR 003,,,SL008,, 9.21 ,
PN 66949,Buy,BA 002,PROD 2003,,BYR 008,,,SL006,, 9.21 ,
PN 66950,Buy,BA 002,PROD 2003,,BYR 009,,,SL008,, 9.21 ,
PN 66953,Buy,BA 002,PROD 2003,,BYR 008,,,SL006,, 9.21 ,
PN 70193,Make,BA 002,PROD 2004,MRP 003,,WC005,,SL009,, 9.21 , 11.014 
PN 66951,Make,BA 002,PROD 2003,MRP 007,,WC003,,SL009,, 9.21 , 16.708 
PN 66952,Make,BA 002,PROD 2003,MRP 005,,WC002,,SL006,, 9.21 , 4.703 
PN 56405,Buy,BA 001,PROD 1001,,BYR 004,,,SL006,, 9.20 ,
PN 61682,Buy,BA 001,PROD 1003,,BYR 004,,,SL006,, 9.20 ,
PN 62826,Buy,BA 002,PROD 2001,,BYR 004,,,SL008,, 9.20 ,
PN 66956,Buy,BA 002,PROD 2003,,BYR 009,,,SL006,, 9.20 ,
PN 56406,Make,BA 001,PROD 1001,MRP 007,,WC025,,SL009,C, 9.20 , 15.430 
PN 56407,Make,BA 001,PROD 1001,MRP 001,,WC019,,SL009,C, 9.20 , 8.555 
PN 56403,Make,BA 001,PROD 1001,MRP 007,,WC013,,SL009,C, 9.20 , 15.382 
PN 56404,Make,BA 001,PROD 1001,MRP 004,,WC013,,SL009,C, 9.20 , 19.644 
PN 66957,Make,BA 002,PROD 2003,MRP 002,,WC004,,SL006,, 9.20 , 6.602 
PN 66954,Make,BA 002,PROD 2003,MRP 002,,WC002,,SL006,, 9.20 , 13.959 
PN 66955,Make,BA 002,PROD 2003,MRP 007,,WC002,,SL006,, 9.20 , 16.532 
PN 63542,Make,BA 002,PROD 2002,MRP 005,,WC001,,SL009,, 9.20 , 16.734 
PN 56413,Buy,BA 001,PROD 1001,,BYR 002,,,SL006,, 9.19 ,
PN 70195,Buy,BA 002,PROD 2004,,BYR 004,,,SL008,, 9.19 ,
PN 50677,Buy,BA 003,PROD 3002,,BYR 002,,,,, 9.19 ,
PN 71047,Buy,,,,BYR 005,,,,, 9.19 ,
PN 56412,Make,BA 001,PROD 1001,MRP 002,,WC034,,SL006,, 9.19 , 10.179 
PN 56411,Make,BA 001,PROD 1001,MRP 007,,WC027,,SL009,NPI, 9.19 , 11.512 
PN 56409,Make,BA 001,PROD 1001,MRP 003,,WC018,,SL009,C, 9.19 , 16.162 
PN 56410,Make,BA 001,PROD 1001,MRP 001,,WC018,,SL009,C, 9.19 , 3.991 
PN 56408,Make,BA 001,PROD 1001,MRP 009,,WC013,,SL009,C, 9.19 , 4.618 
PN 62827,Make,BA 002,PROD 2001,MRP 008,,WC011,,SL009,, 9.19 , 8.341 
PN 66961,Make,BA 002,PROD 2003,MRP 004,,WC003,,SL009,, 9.19 , 6.784 
PN 66958,Make,BA 002,PROD 2003,MRP 009,,WC002,,SL006,, 9.19 , 10.192 
PN 66959,Make,BA 002,PROD 2003,MRP 003,,WC002,,SL006,, 9.19 , 10.944 
PN 66960,Make,BA 002,PROD 2003,MRP 009,,WC002,,SL006,, 9.19 , 0.893 
PN 62828,Buy,BA 002,PROD 2001,,BYR 006,,,SL008,, 9.18 ,
PN 50678,Buy,BA 003,PROD 3002,,BYR 005,,,SL006,, 9.18 ,
PN 50679,Buy,BA 003,PROD 3002,,BYR 005,,,SL008,, 9.18 ,
PN 66966,Make,BA 002,PROD 2003,MRP 009,,WC004,,SL006,, 9.18 , 5.824 
PN 66962,Make,BA 002,PROD 2003,MRP 003,,WC003,,SL009,, 9.18 , 5.203 
PN 66965,Make,BA 002,PROD 2003,MRP 009,,WC003,,SL009,, 9.18 , 14.740 
PN 66964,Make,BA 002,PROD 2003,MRP 009,,WC002,,SL006,, 9.18 , 10.994 
PN 56414,Buy,BA 001,PROD 1001,,BYR 005,,,SL006,, 9.17 ,
PN 56415,Buy,BA 001,PROD 1001,,BYR 008,,,SL006,, 9.17 ,
PN 56416,Buy,BA 001,PROD 1001,,BYR 004,,,SL006,, 9.17 ,
PN 56417,Buy,BA 001,PROD 1001,,BYR 008,,,SL006,, 9.17 ,
PN 60930,Buy,BA 001,PROD 1002,,BYR 009,,,SL008,, 9.17 ,
PN 63543,Buy,BA 002,PROD 2002,,BYR 003,,,SL006,, 9.17 ,
PN 66967,Make,BA 002,PROD 2003,MRP 009,,WC003,,SL009,, 9.17 , 0.310 
PN 56423,Buy,BA 001,PROD 1001,,BYR 002,,,SL008,, 9.16 ,
PN 61683,Make,BA 001,PROD 1003,MRP 002,,WC039,10,SL009,C, 9.16 , 15.300 
PN 56424,Make,BA 001,PROD 1001,MRP 002,,WC035,,SL009,C, 9.16 , 1.284 
PN 56421,Make,BA 001,PROD 1001,MRP 009,,WC022,,SL009,B, 9.16 , 14.068 
PN 56419,Make,BA 001,PROD 1001,MRP 002,,WC018,,SL009,C, 9.16 , 6.032 
PN 56422,Make,BA 001,PROD 1001,MRP 009,,WC018,,SL009,C, 9.16 , 11.054 
PN 56420,Make,BA 001,PROD 1001,MRP 003,,WC015,,SL009,C, 9.16 , 10.092 
PN 66968,Make,BA 002,PROD 2003,MRP 004,,WC004,,SL006,, 9.16 , 3.466 
PN 56426,Buy,BA 001,PROD 1001,,BYR 008,,,SL006,, 9.15 ,
PN 61685,Buy,BA 001,PROD 1003,,BYR 008,,,SL006,, 9.15 ,
PN 70196,Buy,BA 002,PROD 2004,,BYR 002,,,SL008,, 9.15 ,
PN 50680,Buy,BA 003,PROD 3002,,BYR 004,,,SL008,, 9.15 ,
PN 50681,Buy,BA 003,PROD 3002,,BYR 009,,,SL006,, 9.15 ,
PN 61684,Make,BA 001,PROD 1003,MRP 002,,WC039,30,SL009,A+, 9.15 , 0.049 
PN 66973,Make,BA 002,PROD 2003,MRP 003,,WC004,,SL006,, 9.15 , 9.903 
PN 66969,Make,BA 002,PROD 2003,MRP 002,,WC003,,SL009,, 9.15 , 5.739 
PN 66970,Make,BA 002,PROD 2003,MRP 008,,WC003,,SL009,, 9.15 , 18.438 
PN 66972,Make,BA 002,PROD 2003,MRP 006,,WC003,,SL009,, 9.15 , 3.166 
PN 56427,Buy,BA 001,PROD 1001,,BYR 004,,,SL008,, 9.14 ,
PN 56428,Buy,BA 001,PROD 1001,,BYR 007,,,SL006,, 9.14 ,
PN 61686,Buy,BA 001,PROD 1003,,BYR 009,,,,, 9.14 ,
PN 70197,Buy,BA 002,PROD 2004,,BYR 004,,,SL006,, 9.14 ,
PN 50682,Buy,BA 003,PROD 3002,,BYR 001,,,SL008,, 9.14 ,
PN 66978,Make,BA 002,PROD 2003,MRP 004,,WC004,,SL006,, 9.14 , 15.152 
PN 66979,Make,BA 002,PROD 2003,MRP 002,,WC004,,SL006,, 9.14 , 18.802 
PN 66975,Make,BA 002,PROD 2003,MRP 007,,WC003,,SL009,, 9.14 , 1.624 
PN 66977,Make,BA 002,PROD 2003,MRP 003,,WC003,,SL009,, 9.14 , 5.938 
PN 66974,Make,BA 002,PROD 2003,MRP 003,,WC002,,SL006,, 9.14 , 13.424 
PN 66976,Make,BA 002,PROD 2003,MRP 005,,WC002,,SL006,, 9.14 , 4.994 
PN 56429,Buy,BA 001,PROD 1001,,BYR 009,,,SL006,, 9.13 ,
PN 56433,Buy,BA 001,PROD 1001,,BYR 008,,,SL009,, 9.13 ,
PN 56435,Buy,BA 001,PROD 1001,,BYR 002,,,SL008,, 9.13 ,
PN 70198,Buy,BA 002,PROD 2004,,BYR 009,,,SL006,, 9.13 ,
PN 50683,Buy,BA 003,PROD 3002,,BYR 008,,,SL006,, 9.13 ,
PN 71048,Buy,,,,BYR 009,,,,, 9.13 ,
PN 61687,Make,BA 001,PROD 1003,MRP 006,,WC039,100,SL009,A+, 9.13 , 0.165 
PN 61688,Make,BA 001,PROD 1003,MRP 008,,WC039,10,SL009,C, 9.13 , 13.656 
PN 56432,Make,BA 001,PROD 1001,MRP 002,,WC018,,SL009,C, 9.13 , 14.151 
PN 56431,Make,BA 001,PROD 1001,MRP 002,,WC013,,SL009,C, 9.13 , 4.450 
PN 56437,Buy,BA 001,PROD 1001,,BYR 003,,,SL006,, 9.12 ,
PN 60931,Buy,BA 001,PROD 1002,,BYR 009,,,SL006,, 9.12 ,
PN 61689,Buy,BA 001,PROD 1003,,BYR 006,,,SL006,, 9.12 ,
PN 56436,Make,BA 001,PROD 1001,MRP 005,,WC015,,SL009,NPI, 9.12 , 6.107 
PN 66983,Make,BA 002,PROD 2003,MRP 004,,WC003,,SL009,, 9.12 , 7.713 
PN 66980,Make,BA 002,PROD 2003,MRP 005,,WC002,,SL006,, 9.12 , 5.192 
PN 66981,Make,BA 002,PROD 2003,MRP 003,,WC002,,SL006,, 9.12 , 5.960 
PN 66982,Make,BA 002,PROD 2003,MRP 001,,WC002,,SL006,, 9.12 , 7.358 
PN 66984,Make,BA 002,PROD 2003,MRP 003,,WC002,,SL008,, 9.12 , 12.804 
PN 56440,Buy,BA 001,PROD 1001,,BYR 001,,,SL006,, 9.11 ,
PN 62829,Buy,BA 002,PROD 2001,,BYR 005,,,SL006,, 9.11 ,
PN 63544,Buy,BA 002,PROD 2002,,BYR 007,,,SL008,, 9.11 ,
PN 71050,Buy,,,,BYR 006,,,,, 9.11 ,
PN 56439,Make,BA 001,PROD 1001,MRP 003,,WC015,,SL009,C, 9.11 , 4.008 
PN 66987,Make,BA 002,PROD 2003,MRP 002,,WC004,,SL006,, 9.11 , 13.774 
PN 66985,Make,BA 002,PROD 2003,MRP 007,,WC002,,SL006,, 9.11 , 19.229 
PN 66986,Make,BA 002,PROD 2003,MRP 003,,WC002,,SL006,, 9.11 , 6.003 
PN 56445,Make,BA 001,PROD 1001,MRP 009,,WC018,,SL009,C, 9.10 , 11.786 
PN 56442,Make,BA 001,PROD 1001,MRP 008,,WC015,,SL009,C, 9.10 , 15.590 
PN 56443,Make,BA 001,PROD 1001,MRP 007,,WC015,,SL009,C, 9.10 , 9.028 
PN 56441,Make,BA 001,PROD 1001,MRP 001,,WC013,,SL009,C, 9.10 , 3.147 
PN 56444,Make,BA 001,PROD 1001,MRP 007,,WC013,,SL009,C, 9.10 , 8.706 
PN 56446,Make,BA 001,PROD 1001,MRP 008,,WC013,,SL009,C, 9.10 , 0.015 
PN 66993,Make,BA 002,PROD 2003,MRP 003,,WC004,,SL006,, 9.10 , 17.484 
PN 66994,Make,BA 002,PROD 2003,MRP 008,,WC004,,SL008,, 9.10 , 13.245 
PN 66988,Make,BA 002,PROD 2003,MRP 007,,WC003,,SL009,C, 9.10 , 17.508 
PN 66990,Make,BA 002,PROD 2003,MRP 009,,WC003,,SL009,, 9.10 , 14.338 
PN 66992,Make,BA 002,PROD 2003,MRP 008,,WC003,,SL009,, 9.10 , 10.187 
PN 66989,Make,BA 002,PROD 2003,MRP 003,,WC002,,SL006,, 9.10 , 9.184 
PN 66991,Make,BA 002,PROD 2003,MRP 009,,WC002,,SL006,, 9.10 , 5.558 
PN 56447,Buy,BA 001,PROD 1001,,BYR 009,,,SL006,, 9.09 ,
PN 62830,Buy,BA 002,PROD 2001,,BYR 003,,,SL006,, 9.09 ,
PN 70199,Buy,BA 002,PROD 2004,,BYR 008,,,SL006,, 9.09 ,
PN 56449,Make,BA 001,PROD 1001,MRP 007,,WC021,,SL009,B, 9.09 , 5.878 
PN 56448,Make,BA 001,PROD 1001,MRP 002,,WC013,,SL009,C, 9.09 , 9.888 
PN 66995,Make,BA 002,PROD 2003,MRP 002,,WC004,,SL006,, 9.09 , 8.935 
PN 66996,Make,BA 002,PROD 2003,MRP 004,,WC004,,SL006,, 9.09 , 0.700 
PN 56453,Buy,BA 001,PROD 1001,,BYR 009,,,SL006,, 9.08 ,
PN 71051,Buy,,,,BYR 007,,,,, 9.08 ,
PN 56455,Make,BA 001,PROD 1001,MRP 001,,WC035,,SL009,C, 9.08 , 4.971 
PN 66997,Make,BA 002,PROD 2003,MRP 002,,WC003,,SL009,, 9.08 , 13.547 
PN 56460,Buy,BA 001,PROD 1001,,BYR 002,,,SL006,, 9.07 ,
PN 56463,Buy,BA 001,PROD 1001,,BYR 002,,,SL006,, 9.07 ,
PN 71053,Buy,,,,BYR 008,,,,, 9.07 ,
PN 56458,Make,BA 001,PROD 1001,MRP 004,,WC035,,SL009,C, 9.07 , 17.996 
PN 56456,Make,BA 001,PROD 1001,MRP 009,,WC018,,SL009,C, 9.07 , 16.038 
PN 56457,Make,BA 001,PROD 1001,MRP 007,,WC013,,SL009,, 9.07 , 19.136 
PN 56459,Make,BA 001,PROD 1001,MRP 009,,WC013,,SL009,C, 9.07 , 12.467 
PN 67001,Make,BA 002,PROD 2003,MRP 005,,WC004,,SL006,, 9.07 , 17.464 
PN 67000,Make,BA 002,PROD 2003,MRP 004,,WC003,,SL009,, 9.07 , 17.657 
PN 66998,Make,BA 002,PROD 2003,MRP 001,,WC002,,SL006,, 9.07 , 2.548 
PN 66999,Make,BA 002,PROD 2003,MRP 008,,WC002,,SL006,, 9.07 , 8.413 
PN 60932,Buy,BA 001,PROD 1002,,BYR 006,,,SL006,, 9.06 ,
